frame,time_seconds,mph,rpm,mph_raw,rpm_raw,mph_corrected,rpm_corrected
162,5.367,172,7565,172,7565,,
163,5.4,172,7565,172,7565,,
164,5.433,172,7565,172,7565,,
165,5.467,171,7530,171,7530,,
166,5.5,171,7530,171,7530,,
167,5.533,171,7530,171,7530,,
168,5.567,171,7530,171,7530,,
169,5.6,171,7530,171,7530,,
170,5.633,171,7530,171,7530,,
171,5.667,171,7530,171,7530,,
172,5.7,171,7530,171,7530,,
173,5.733,171,7530,171,7530,,
174,5.767,171,7530,171,7530,,
175,5.8,171,7530,171,7530,,
176,5.833,171,7530,171,7530,,
177,5.867,171,7530,171,7530,,
178,5.9,171,7530,171,7530,,
179,5.933,171,7530,171,7530,,
180,5.967,171,7530,171,7530,,
181,6.0,171,7530,171,7530,,
182,6.033,171,7530,171,7530,,
183,6.067,171,7530,171,7530,,
184,6.1,171,7530,171,7530,,
185,6.133,171,7530,171,7530,,
186,6.167,171,7530,171,7530,,
187,6.2,171,7530,171,7530,,
188,6.233,171,7530,171,7530,,
189,6.267,171,7530,171,7530,,
190,6.3,171,7530,171,7530,,
191,6.333,171,7530,171,7530,,
192,6.367,171,7530,171,7530,,
193,6.4,171,7530,171,7530,,
194,6.433,171,7530,171,7530,,
195,6.467,165,7270,165,7270,,
196,6.5,165,7270,1165,7270,yes,
197,6.533,165,7270,1165,7270,yes,
198,6.567,165,7139,1165,7139,yes,
199,6.6,165,7139,1165,7139,yes,
200,6.633,165,7139,1165,7139,yes,
201,6.667,165,7139,1165,7139,yes,
202,6.7,165,7139,1165,7139,yes,
203,6.733,165,7139,1165,7139,yes,
204,6.767,160,7139,160,7139,,
205,6.8,160,7139,160,7139,,
206,6.833,160,7101,160,7101,,
207,6.867,160,7101,160,7101,,
208,6.9,160,7101,160,7101,,
209,6.933,160,7101,160,7101,,
210,6.967,160,7092,160,7092,,
211,7.0,160,7092,160,7092,,
212,7.033,160,7092,160,7092,,
213,7.067,160,7092,160,7092,,
214,7.1,160,7092,160,7092,,
215,7.133,159,7092,159,7092,,
216,7.167,159,7089,159,7089,,
217,7.2,159,7083,1159,7083,yes,
218,7.233,159,7083,1159,7083,yes,
219,7.267,159,7083,1159,7083,yes,
220,7.3,159,7083,1159,7083,yes,
221,7.333,160,7083,160,7083,,
