frame,time_seconds,mph,rpm,mph_raw,rpm_raw,mph_corrected,rpm_corrected
140,4.633,169,7432,169,7432,,
141,4.667,169,7432,169,7432,,
142,4.7,169,7432,169,7432,,
143,4.733,167,7432,167,7432,,
144,4.767,167,7432,167,7432,,
145,4.8,167,7432,1167,7432,yes,
146,4.833,167,7432,1167,7432,yes,
147,4.867,167,7432,1167,7432,yes,
148,4.9,167,7370,1167,7370,yes,
149,4.933,167,7370,1167,7370,yes,
150,4.967,167,7281,1167,7281,yes,
151,5.0,165,7281,165,7281,,
152,5.033,165,7281,165,7281,,
153,5.067,165,7281,165,7281,,
154,5.1,165,7281,165,7281,,
155,5.133,165,7281,165,7281,,
156,5.167,164,7281,164,7281,,
157,5.2,164,7241,164,7241,,
158,5.233,164,7241,164,7241,,
159,5.267,164,7241,164,7241,,
160,5.3,164,7241,164,7241,,
161,5.333,164,7241,164,7241,,
162,5.367,164,7241,164,7241,,
163,5.4,163,7152,163,7152,,
164,5.433,163,7152,163,7152,,
165,5.467,163,7152,163,7152,,
166,5.5,163,7152,163,7152,,
167,5.533,162,7135,162,7135,,
168,5.567,162,7135,162,7135,,
169,5.6,162,7135,1162,7135,yes,
170,5.633,162,7135,1162,7135,yes,
171,5.667,162,7135,162,7135,,
172,5.7,161,7135,161,7135,,
173,5.733,161,7135,161,7135,,
174,5.767,161,7135,161,7135,,
175,5.8,161,7101,161,7101,,
176,5.833,161,7101,161,7101,,
177,5.867,161,7101,161,7101,,
178,5.9,161,7101,161,7101,,
179,5.933,161,7101,161,7101,,
180,5.967,161,7101,161,7101,,
181,6.0,161,7084,161,7084,,
182,6.033,161,7084,161,7084,,
183,6.067,161,7084,161,7084,,
184,6.1,161,7084,161,7084,,
185,6.133,159,7084,1159,7084,yes,
186,6.167,159,7084,1159,7084,yes,
187,6.2,159,7067,159,7067,,
188,6.233,159,7067,159,7067,,
189,6.267,159,7067,159,7067,,
190,6.3,159,7067,159,7067,,
191,6.333,159,7067,1159,7067,yes,
192,6.367,158,7044,158,7044,,
193,6.4,158,7044,158,7044,,
194,6.433,158,7044,158,7044,,
195,6.467,158,7044,158,7044,,
196,6.5,158,7044,158,7044,,
197,6.533,158,7044,158,7044,,
198,6.567,158,7044,158,7044,,
199,6.6,158,7051,158,7051,,
200,6.633,158,7051,158,7051,,
201,6.667,158,7051,158,7051,,
202,6.7,158,7051,158,7051,,
203,6.733,158,7051,158,7051,,
204,6.767,158,7051,158,7051,,
