frame,time_seconds,mph,rpm,mph_raw,rpm_raw,mph_corrected,rpm_corrected
180,5.967,156,5142,156,5142,,
181,6.0,152,4148,152,4148,,
182,6.033,152,4148,152,4148,,
183,6.067,152,4148,152,4148,,
184,6.1,145,4148,1145,4148,yes,
185,6.133,145,4148,145,4148,,
186,6.167,145,2594,1145,2594,yes,
187,6.2,145,2594,1145,2594,yes,
188,6.233,145,2594,145,2594,,
189,6.267,145,2594,145,2594,,
190,6.3,145,2594,145,2594,,
191,6.333,145,2594,145,2594,,
192,6.367,143,2594,143,2594,,
193,6.4,143,2594,143,2594,,
194,6.433,137,1614,11430,1614,yes,
195,6.467,131,1614,131,1614,,
196,6.5,131,1614,131,1614,,
197,6.533,131,1614,131,1614,,
198,6.567,131,1614,131,1614,,
199,6.6,131,1614,131,1614,,
200,6.633,129,1032,129,1032,,
201,6.667,129,1032,129,1032,,
202,6.7,129,1032,129,1032,,
203,6.733,129,1032,129,1032,,
204,6.767,129,1032,129,1032,,
205,6.8,122,546,122,546,,
206,6.833,122,546,122,546,,
207,6.867,122,546,122,546,,
208,6.9,122,546,122,546,,
209,6.933,122,546,122,546,,
210,6.967,118,546,118,546,,
211,7.0,118,188,118,188,,
212,7.033,118,188,118,188,,
213,7.067,117,188,11,188,yes,
214,7.1,117,188,11,188,yes,
215,7.133,116,188,113,188,yes,
216,7.167,116,188,113,188,yes,
217,7.2,115,188,113,188,yes,
218,7.233,115,188,113,188,yes,
219,7.267,114,188,13,188,yes,
220,7.3,114,748,13,748,yes,
221,7.333,113,746,113,746,,
222,7.367,110,746,110,746,,
223,7.4,110,746,110,746,,
224,7.433,110,746,110,74,,yes
225,7.467,110,746,110,74,,yes
226,7.5,110,746,110,866,,yes
227,7.533,103,746,103,866,,yes
228,7.567,103,746,103,866,,yes
229,7.6,103,746,103,866,,yes
